Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF03978,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1269,mir-1269 microRNA precursor family,Gene; miRNA;
RF03979,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2006,mir-2006 microRNA precursor family,Gene; miRNA;
RF03980,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2012,mir-2012 microRNA precursor family,Gene; miRNA;
RF03981,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8799,mir-8799 microRNA precursor family,Gene; miRNA;
RF03982,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4865,mir-4865 microRNA precursor family,Gene; miRNA;
RF03985,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9250,mir-9250 microRNA precursor family,Gene; miRNA;
RF03986,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6095,mir-6095 microRNA precursor family,Gene; miRNA;
RF03988,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6301,mir-6301 microRNA precursor family,Gene; miRNA;
RF03989,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7950,mir-7950 microRNA precursor family,Gene; miRNA;
RF03990,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4888,mir-4888 microRNA precursor family,Gene; miRNA;
RF03991,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9209,mir-9209 microRNA precursor family,Gene; miRNA;
RF03992,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6302,mir-6302 microRNA precursor family,Gene; miRNA;
RF03993,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8536,mir-8536 microRNA precursor family,Gene; miRNA;
RF03994,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-7558,mir-7558 microRNA precursor family,Gene; miRNA;
RF03995,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7957,mir-7957 microRNA precursor family,Gene; miRNA;
RF03996,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3012,mir-3012 microRNA precursor family,Gene; miRNA;
RF03997,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8510,mir-8510 microRNA precursor family,Gene; miRNA;
RF03998,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-2160,mir-2160 microRNA precursor family,Gene; miRNA;
RF03999,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (71.43%)",mir-7883,mir-7883 microRNA precursor family,Gene; miRNA;
RF04001,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7918,mir-7918 microRNA precursor family,Gene; miRNA;
RF04003,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-4841,mir-4841 microRNA precursor family,Gene; miRNA;
RF04004,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7940,mir-7940 microRNA precursor family,Gene; miRNA;
RF04005,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-4599,mir-4599 microRNA precursor family,Gene; miRNA;
RF04006,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9338,mir-9338 microRNA precursor family,Gene; miRNA;
RF04007,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-8489,mir-8489 microRNA precursor family,Gene; miRNA;
RF04008,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4880,mir-4880 microRNA precursor family,Gene; miRNA;
RF04009,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-754,mir-754 microRNA precursor family,Gene; miRNA;
RF04010,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3003,mir-3003 microRNA precursor family,Gene; miRNA;
RF04011,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8515,mir-8515 microRNA precursor family,Gene; miRNA;
RF04013,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-4818,mir-4818 microRNA precursor family,Gene; miRNA;
RF04014,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8338,mir-8338 microRNA precursor family,Gene; miRNA;
RF04016,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4873,mir-4873 microRNA precursor family,Gene; miRNA;
RF04017,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4864,mir-4864 microRNA precursor family,Gene; miRNA;
RF04018,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5316,mir-5316 microRNA precursor family,Gene; miRNA;
RF04020,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4859,mir-4859 microRNA precursor family,Gene; miRNA;
RF04021,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (99.99%), Eukaryota:Metazoa (99.98%), Bacteria (0.01%)",mir-3492,mir-3492 microRNA precursor family,Gene; miRNA;
RF04022,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4863,mir-4863 microRNA precursor family,Gene; miRNA;
RF04024,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9571,mir-9571 microRNA precursor family,Gene; miRNA;
RF04025,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7964,mir-7964 microRNA precursor family,Gene; miRNA;
RF04026,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-8499,mir-8499 microRNA precursor family,Gene; miRNA;
RF04027,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1422,mir-1422 microRNA precursor family,Gene; miRNA;
RF04028,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7948,mir-7948 microRNA precursor family,Gene; miRNA;
RF04029,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8521,mir-8521 microRNA precursor family,Gene; miRNA;
RF04030,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6096,mir-6096 microRNA precursor family,Gene; miRNA;
RF04031,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2686,mir-2686 microRNA precursor family,Gene; miRNA;
RF04033,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-8512,mir-8512 microRNA precursor family,Gene; miRNA;
RF04035,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7910,mir-7910 microRNA precursor family,Gene; miRNA;
RF04036,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2076,mir-2076 microRNA precursor family,Gene; miRNA;
RF04037,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7911,mir-7911 microRNA precursor family,Gene; miRNA;
RF04038,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-5985,mir-5985 microRNA precursor family,Gene; miRNA;
RF04039,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2242,mir-2242 microRNA precursor family,Gene; miRNA;
RF04040,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4866,mir-4866 microRNA precursor family,Gene; miRNA;
RF04042,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7961,mir-7961 microRNA precursor family,Gene; miRNA;
RF04043,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2062,mir-2062 microRNA precursor family,Gene; miRNA;
RF04044,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7939,mir-7939 microRNA precursor family,Gene; miRNA;
RF04045,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-2147,mir-2147 microRNA precursor family,Gene; miRNA;
RF04046,Eukaryota+Metazoa/No Data,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",No Data,mir-2154,mir-2154 microRNA precursor family,Gene; miRNA;
RF04047,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9228,mir-9228 microRNA precursor family,Gene; miRNA;
RF04048,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7927,mir-7927 microRNA precursor family,Gene; miRNA;
RF04050,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2072,mir-2072 microRNA precursor family,Gene; miRNA;
RF04051,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8517,mir-8517 microRNA precursor family,Gene; miRNA;
RF04052,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-466,mir-466 microRNA precursor family,Gene; miRNA;
RF04053,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-95,mir-95 microRNA precursor family,Gene; miRNA;
RF04054,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2944,mir-2944 microRNA precursor family,Gene; miRNA;
RF04055,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1261,mir-1261 microRNA precursor family,Gene; miRNA;
RF04056,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-982,mir-982 microRNA precursor family,Gene; miRNA;
RF04060,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-703,mir-703 microRNA precursor family,Gene; miRNA;
RF04061,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1420,mir-1420 microRNA precursor family,Gene; miRNA;
RF04065,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7563,mir-7563 microRNA precursor family,Gene; miRNA;
RF04066,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1256,mir-1256 microRNA precursor family,Gene; miRNA;
RF04067,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4520,mir-4520 microRNA precursor family,Gene; miRNA;
RF04068,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3927,mir-3927 microRNA precursor family,Gene; miRNA;
RF04072,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-7386,mir-7386 microRNA precursor family,Gene; miRNA;
RF04073,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-727,mir-727 microRNA precursor family,Gene; miRNA;
RF04074,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1199,mir-1199 microRNA precursor family,Gene; miRNA;
RF04075,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1545,mir-1545 microRNA precursor family,Gene; miRNA;
RF04077,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1245,mir-1245 microRNA precursor family,Gene; miRNA;
RF04078,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1905,mir-1905 microRNA precursor family,Gene; miRNA;
RF04080,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-762,mir-762 microRNA precursor family,Gene; miRNA;
RF04081,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1992,mir-1992 microRNA precursor family,Gene; miRNA;
RF04082,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-54,mir-54 microRNA precursor family,Gene; miRNA;
RF04084,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-595,mir-595 microRNA precursor family,Gene; miRNA;
RF04085,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1271,mir-1271 microRNA precursor family,Gene; miRNA;
RF04089,Eukaryota+Metazoa/Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",mir-753,mir-753 microRNA precursor family,Gene; miRNA;
RF04090,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6529,mir-6529 microRNA precursor family,Gene; miRNA;
RF04091,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-72,mir-72 microRNA precursor family,Gene; miRNA;
RF04093,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1784,mir-1784 microRNA precursor family,Gene; miRNA;
RF04096,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4433,mir-4433 microRNA precursor family,Gene; miRNA;
RF04100,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-493,mir-493 microRNA precursor family,Gene; miRNA;
RF04101,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8864,mir-8864 microRNA precursor family,Gene; miRNA;
RF04103,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8356,mir-8356 microRNA precursor family,Gene; miRNA;
RF04105,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3165,mir-3165 microRNA precursor family,Gene; miRNA;
RF04106,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1303,mir-1303 microRNA precursor family,Gene; miRNA;
RF04107,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-5391,mir-5391 microRNA precursor family,Gene; miRNA;
RF04108,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (95.00%), Eukaryota:Fungi (5.00%)",mir-2513,mir-2513 microRNA precursor family,Gene; miRNA;
RF04109,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1305,mir-1305 microRNA precursor family,Gene; miRNA;
RF04115,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-6130,mir-6130 microRNA precursor family,Gene; miRNA;
RF04119,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (96.30%), Eukaryota:Viridiplantae (77.78%), Eukaryota:Metazoa (11.11%), Eukaryota:Fungi (7.41%), Bacteria (3.70%)",MIR1858,MIR1858 microRNA precursor family,Gene; miRNA;
RF04121,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1289,mir-1289 microRNA precursor family,Gene; miRNA;
RF04122,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1204,mir-1204 microRNA precursor family,Gene; miRNA;
RF04123,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3127,mir-3127 microRNA precursor family,Gene; miRNA;
RF04126,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9198,mir-9198 microRNA precursor family,Gene; miRNA;
RF04131,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2032,mir-2032 microRNA precursor family,Gene; miRNA;
RF04132,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4436,mir-4436 microRNA precursor family,Gene; miRNA;
RF04138,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9243,mir-9243 microRNA precursor family,Gene; miRNA;
RF04140,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3118,mir-3118 microRNA precursor family,Gene; miRNA;
RF04142,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (99.12%), Eukaryota:Alveolata (0.88%)",mir-1299,mir-1299 microRNA precursor family,Gene; miRNA;
RF04146,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-4742,mir-4742 microRNA precursor family,Gene; miRNA;
RF04151,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (70.83%), Eukaryota:Metazoa (29.17%)",MIR4387,MIR4387 microRNA precursor family,Gene; miRNA;
RF04152,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3618,mir-3618 microRNA precursor family,Gene; miRNA;
RF04154,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1277,mir-1277 microRNA precursor family,Gene; miRNA;
RF04155,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-9236,mir-9236 microRNA precursor family,Gene; miRNA;
RF04158,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-568,mir-568 microRNA precursor family,Gene; miRNA;
RF04161,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-3688,mir-3688 microRNA precursor family,Gene; miRNA;
RF04163,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-8364,mir-8364 microRNA precursor family,Gene; miRNA;
RF04165,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2483,mir-2483 microRNA precursor family,Gene; miRNA;
RF04166,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2278,mir-2278 microRNA precursor family,Gene; miRNA;
RF04167,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1972,mir-1972 microRNA precursor family,Gene; miRNA;
RF04169,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-2235,mir-2235 microRNA precursor family,Gene; miRNA;
RF04175,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)",mir-1260b,mir-1260b microRNA precursor family,Gene; miRNA;
